customer_id,month,name,age,occupation,annual_income,num_bank_accounts,num_of_loans,type_of_loans,delay_from_due_date,num_of_delayed_payments,changed_credit_limit,num_credit_inquiries,credit_mix,outstanding_debt,credit_utilization_ratio,credit_history_age,payment_of_min_amount,total_emi_per_month,amount_invested_monthly,payment_behaviour,monthly_balance,credit_score
CUS_0x2408,August,Miedemaq,30,Mechanic,8753.2,7,8,"Auto Loan, Not Specified, Debt Consolidation Loan, Mortgage Loan, Student Loan, Debt Consolidation Loan, Home Equity Loan, and Student Loan",35,24.0,6,12.0,Bad,2355.66,31.84,14 Years and 4 Months,Yes,41.76,38.44,Low_spent_Medium_value_payments,291.75,Poor
CUS_0x8936,July,Katharina Barts,41,,18979.35,8,7,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, and Credit-Builder Loan",30,9.0,20,13.0,Standard,1472.35,24.97,13 Years and 7 Months,Yes,95.01,15.51,High_spent_Large_value_payments,300.74,Poor
CUS_0x8936,August,Katharina Barts,41,Accountant,18979.35,8,7,"Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, and Credit-Builder Loan",30,9.0,16,13.0,Standard,1472.35,31.78,13 Years and 8 Months,Yes,95.01,85.94,Low_spent_Large_value_payments,260.31,Poor
CUS_0x786,July,Virkiw,36,Lawyer,7957.91,2,5,"Personal Loan, Mortgage Loan, Mortgage Loan, Personal Loan, and Not Specified",23,19.0,10,4.0,Standard,818.5,35.95,10 Years and 2 Months,NM,31.46,35.78,Low_spent_Small_value_payments,279.07,Standard
CUS_0x786,August,Virkiw,36,Lawyer,7957.91,2,5,"Personal Loan, Mortgage Loan, Mortgage Loan, Personal Loan, and Not Specified",23,17.0,11,8.0,Standard,818.5,27.52,10 Years and 3 Months,Yes,31.46,32.41,Low_spent_Small_value_payments,282.45,Standard
CUS_0x81c7,July,Eva Kuehnenf,22,Manager,17143.76,8,8,"Personal Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, Not Specified, Debt Consolidation Loan, Credit-Builder Loan, and Mortgage Loan",38,18.0,23,15.0,Bad,3266.57,36.68,2 Years and 11 Months,NM,75.59,163.87,Low_spent_Small_value_payments,195.71,Poor
CUS_0x81c7,August,Eva Kuehnenf,22,Manager,17143.76,8,8,"Personal Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, Not Specified, Debt Consolidation Loan, Credit-Builder Loan, and Mortgage Loan",38,17.0,23,15.0,Bad,3266.57,32.31,3 Years and 0 Months,Yes,75.59,65.24,Low_spent_Small_value_payments,294.34,Poor
CUS_0x6a73,August,Katya Wachtell,55,Musician,22209.0,4,4,"Payday Loan, Debt Consolidation Loan, Mortgage Loan, and Student Loan",25,13.0,15,4.0,Standard,281.35,22.82,20 Years and 11 Months,Yes,48.69,88.19,Low_spent_Large_value_payments,344.9,Poor
CUS_0x9200,July,McCools,44,Architect,12683.28,8,1,Personal Loan,17,18.0,7,1.0,Standard,1166.91,24.64,30 Years and 3 Months,NM,7.07,27.86,Low_spent_Medium_value_payments,338.97,Standard
CUS_0x441e,July,Catherine Hornbya,35,Media_Manager,67422.8,4,-100,"Student Loan, and Debt Consolidation Loan",1,13.0,16,1.0,Standard,1082.56,31.78,29 Years and 8 Months,Yes,85.75,141.81,High_spent_Small_value_payments,576.0,Standard
CUS_0xa110,July,Katya Golubkovah,32,Scientist,67151.6,5,7,"Payday Loan, Home Equity Loan, Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Personal Loan, and Auto Loan",26,13.0,16,6.0,Standard,41.67,35.47,5 Years and 8 Months,Yes,369.93,56.19,High_spent_Large_value_payments,363.68,Good
CUS_0xa110,August,Katya Golubkovah,32,Scientist,67151.6,5,7,"Payday Loan, Home Equity Loan, Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Personal Loan, and Auto Loan",26,13.0,16,6.0,Standard,41.67,31.05,5 Years and 9 Months,Yes,369.93,10000.0,Low_spent_Small_value_payments,18.53,Standard
CUS_0x517c,July,Esha Deyz,55,,57524.56,4,2,"Student Loan, and Not Specified",15,10.0,1,8.0,Good,1068.65,37.43,18 Years and 11 Months,No,67.03,164.88,High_spent_Medium_value_payments,521.67,Good
CUS_0x517c,August,Esha Deyz,55,Lawyer,57524.56,4,2,"Student Loan, and Not Specified",11,10.0,1,8.0,Good,1068.65,36.86,19 Years and 0 Months,No,67.03,376.22,Low_spent_Small_value_payments,350.32,Good
CUS_0x2991,July,", Asiaf",45,Journalist,10427.44,9,7,"Mortgage Loan, Not Specified, Personal Loan, Payday Loan, Home Equity Loan, Student Loan, and Student Loan",50,14.0,12,12.0,Standard,1367.85,34.43,9 Years and 11 Months,Yes,56.85,54.89,Low_spent_Small_value_payments,241.25,Poor
CUS_0x2991,August,", Asiaf",45,Journalist,10427.44,9,7,"Mortgage Loan, Not Specified, Personal Loan, Payday Loan, Home Equity Loan, Student Loan, and Student Loan",55,15.0,11,12.0,Standard,1367.85,27.95,10 Years and 0 Months,NM,4363.0,22.44,Low_spent_Small_value_payments,273.7,Poor
CUS_0xb0f6,July,Herbertc,33,Doctor,69026.56,3,7,"Not Specified, Mortgage Loan, Home Equity Loan, Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, and Personal Loan",9,14.0,8,9.0,Standard,365.38,30.35,18 Years and 2 Months,Yes,289.22,179.02,High_spent_Medium_value_payments,378.79,Standard
CUS_0xb0f6,August,Herbertc,33,Doctor,69026.56,3,7,"Not Specified, Mortgage Loan, Home Equity Loan, Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, and Personal Loan",7,14.0,8,9.0,Standard,365.38,31.98,18 Years and 3 Months,Yes,289.22,247.42,High_spent_Medium_value_payments,310.38,Standard
CUS_0x59a2,July,Robini,42,Scientist,35350.24,4,7,"Auto Loan, Auto Loan, Debt Consolidation Loan, Payday Loan, Payday Loan, Credit-Builder Loan, and Not Specified",16,14.0,14,7.0,Standard,543.54,30.51,6 Years and 4 Months,Yes,139.7,246.71,Low_spent_Large_value_payments,192.17,Good
CUS_0x59a2,August,Robini,42,Scientist,35350.24,4,7,"Auto Loan, Auto Loan, Debt Consolidation Loan, Payday Loan, Payday Loan, Credit-Builder Loan, and Not Specified",12,9.0,14,7.0,Standard,543.54,33.56,6 Years and 5 Months,Yes,139.7,10000.0,Low_spent_Small_value_payments,110.8,Standard
CUS_0x4577,July,asil Katzh,29,Writer,8504.55,8,7,"Mortgage Loan, Mortgage Loan, Student Loan, Student Loan, Payday Loan, Personal Loan, and Home Equity Loan",23,24.0,5,9.0,Bad,2870.02,34.52,2 Years and 2 Months,Yes,26.61,103.9,Low_spent_Small_value_payments,252.96,Poor
CUS_0x4577,August,asil Katzh,29,Writer,8504.55,8,7,"Mortgage Loan, Mortgage Loan, Student Loan, Student Loan, Payday Loan, Personal Loan, and Home Equity Loan",23,22.0,5,9.0,Bad,2870.02,25.71,2 Years and 3 Months,Yes,26.61,29.05,Low_spent_Medium_value_payments,317.81,Poor
CUS_0x2267,July,Rigbyv,44,Writer,17556.41,8,4,"Auto Loan, Student Loan, Mortgage Loan, and Personal Loan",21,10.0,11,9.0,Standard,2178.73,23.08,15 Years and 1 Months,Yes,42.13,28.08,Low_spent_Large_value_payments,318.99,Poor
CUS_0x2267,August,Rigbyv,44,,17556.41,8,4,"Auto Loan, Student Loan, Mortgage Loan, and Personal Loan",21,10.0,15,9.0,Standard,2178.73,35.86,15 Years and 2 Months,Yes,57130.0,70.87,Low_spent_Medium_value_payments,286.21,Poor
CUS_0x5a2d,July,en Hirschlerj,25,Manager,16490.75,8,9,"Payday Loan, Payday Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Student Loan, Credit-Builder Loan, Debt Consolidation Loan, and Personal Loan",38,24.0,0,13.0,Bad,2394.72,31.67,8 Years and 5 Months,Yes,87.79,108.0,Low_spent_Medium_value_payments,245.83,Poor
CUS_0x5a2d,August,en Hirschlerj,25,Manager,16490.75,8,9,"Payday Loan, Payday Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Student Loan, Credit-Builder Loan, Debt Consolidation Loan, and Personal Loan",38,24.0,4,13.0,Bad,2394.72,39.14,8 Years and 6 Months,Yes,87.79,51.6,High_spent_Small_value_payments,282.24,Poor
CUS_0x850f,August,David Stanwayn,38,Scientist,14829.17,4,2,"Auto Loan, and Credit-Builder Loan",9,17.0,7,7.0,Standard,300.47,33.92,18 Years and 9 Months,Yes,17.93,116.55,Low_spent_Small_value_payments,258.89,Standard
CUS_0x24fc,July,Langec,22,,22320.32,0,3,"Student Loan, Auto Loan, and Mortgage Loan",23,2.0,4,4.0,Good,983.12,23.95,19 Years and 2 Months,NM,40.93,219.61,Low_spent_Small_value_payments,226.07,Poor
CUS_0x24fc,August,Langec,22,Entrepreneur,22320.32,0,3,"Student Loan, Auto Loan, and Mortgage Loan",22,1.0,4,4.0,Good,983.12,33.72,19 Years and 3 Months,No,40.93,123.78,Low_spent_Small_value_payments,321.9,Poor
CUS_0x303b,August,Foo Yuns,53,Journalist,170824.68,0,4,"Personal Loan, Debt Consolidation Loan, Not Specified, and Home Equity Loan",6,7.0,1,7.0,Good,1167.04,38.65,25 Years and 9 Months,No,566.13,712.91,High_spent_Small_value_payments,429.89,Poor
CUS_0x9ccf,July,Fraendem,35,Media_Manager,31820.56,8,1,Personal Loan,23,12.0,8,2.0,Standard,1394.06,29.01,25 Years and 10 Months,Yes,17.3,94.5,Low_spent_Medium_value_payments,420.27,Standard
CUS_0x1ba9,August,Scott Malonef,29,Media_Manager,78066.48,8,4,"Home Equity Loan, Auto Loan, Payday Loan, and Personal Loan",39,11.0,18,9.0,Standard,1703.06,24.19,17 Years and 3 Months,Yes,132.91,166.79,High_spent_Medium_value_payments,617.65,Poor
CUS_0xc5a3,August,Alexei Oreskovicb,20,Doctor,31204.74,8,-100,"Personal Loan, Credit-Builder Loan, Home Equity Loan, and Debt Consolidation Loan",30,20.0,10,5.0,Standard,611.99,28.34,6 Years and 9 Months,Yes,96.22,134.18,Low_spent_Small_value_payments,348.44,Standard
CUS_0x2fd7,July,Noah Barkina,38,Mechanic,14599.89,7,5,"Personal Loan, Payday Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",23,17.0,24,13.0,Bad,2660.55,26.98,9 Years and 9 Months,Yes,39.09,11.53,High_spent_Large_value_payments,335.85,Standard
CUS_0x9cd3,July,Kubotaq,15,Mechanic,89394.78,8,2,"Mortgage Loan, and Credit-Builder Loan",13,17.0,11,7.0,Standard,1255.14,41.99,26 Years and 9 Months,Yes,134.73,62.79,High_spent_Large_value_payments,813.54,Standard
CUS_0x9cd3,August,Kubotaq,15,Mechanic,89394.78,8,2,"Mortgage Loan, and Credit-Builder Loan",13,16.0,11,7.0,Standard,1255.14,31.9,26 Years and 10 Months,Yes,134.73,310.38,High_spent_Medium_value_payments,575.94,Standard
CUS_0x5158,July,Jasonb,42,Developer,36806.84,6,6,"Student Loan, Personal Loan, Not Specified, Home Equity Loan, Credit-Builder Loan, and Student Loan",20,12.0,18,7.0,Standard,1933.58,31.0,14 Years and 11 Months,Yes,174.89,46.22,High_spent_Medium_value_payments,311.61,Standard
CUS_0x165f,July,Robertw,38,Writer,28443.42,7,2,"Not Specified, and Not Specified",21,11.0,7,4.0,Standard,1476.31,32.46,24 Years and 1 Months,No,39.81,107.19,High_spent_Small_value_payments,344.43,Good
CUS_0x9819,July,Ferreiras,47,Journalist,24363.78,3,2,"Not Specified, and Home Equity Loan",7,17.0,15,4.0,Standard,242.11,33.12,32 Years and 4 Months,Yes,32.82,82.46,Low_spent_Large_value_payments,333.95,Standard
CUS_0x9a42,July,Schombergr,35,Architect,40295.72,2,3,"Home Equity Loan, Home Equity Loan, and Mortgage Loan",16,1.0,10,5.0,Good,457.44,39.85,17 Years and 11 Months,No,77.1,142.79,High_spent_Small_value_payments,402.91,Poor
CUS_0x9a42,August,Schombergr,35,Architect,40295.72,2,3,"Home Equity Loan, Home Equity Loan, and Mortgage Loan",16,-1.0,4,5.0,Good,457.44,38.52,18 Years and 0 Months,No,77.1,364.27,Low_spent_Medium_value_payments,201.43,Poor
CUS_0x1156,July,Angela Moonq,25,Entrepreneur,10060.02,3,6,"Student Loan, Student Loan, Home Equity Loan, Not Specified, Debt Consolidation Loan, and Payday Loan",18,12.0,9,15.0,Standard,1971.81,32.4,10 Years and 9 Months,Yes,32.28,91.22,Low_spent_Large_value_payments,256.83,Standard
CUS_0x1156,August,Angela Moonq,25,Entrepreneur,10060.02,3,6,"Student Loan, Student Loan, Home Equity Loan, Not Specified, Debt Consolidation Loan, and Payday Loan",18,12.0,9,15.0,Standard,1971.81,26.66,10 Years and 10 Months,Yes,32.28,72.28,High_spent_Small_value_payments,265.77,Standard
CUS_0x956f,July,Stecklowy,31,Doctor,32943.66,5,6,"Payday Loan, Student Loan, Personal Loan, Auto Loan, Payday Loan, and Not Specified",20,11.0,17,10.0,Standard,226.74,26.42,10 Years and 7 Months,Yes,162.93,247.46,Low_spent_Small_value_payments,160.73,Standard
CUS_0x52d2,July,Alexv,16,Media_Manager,46271.32,3,6,"Payday Loan, Mortgage Loan, Home Equity Loan, Student Loan, Auto Loan, and Not Specified",8,17.0,17,5.0,Standard,640.52,36.27,16 Years and 9 Months,Yes,175.42,106.94,Low_spent_Large_value_payments,398.23,Standard
CUS_0xc044,July,Lefteris Papadimasi,29,Accountant,88957.38,4,1,Student Loan,19,18.0,18,0.0,Standard,1008.3,31.08,22 Years and 10 Months,No,45.87,618.84,Low_spent_Medium_value_payments,358.6,Good
CUS_0xc044,August,Lefteris Papadimasi,29,,88957.38,4,1,Student Loan,19,18.0,7,0.0,Standard,1008.3,34.96,22 Years and 11 Months,No,45.87,161.96,High_spent_Medium_value_payments,785.48,Good
CUS_0x2087,July,Jonathang,54,Media_Manager,65869.24,1,3,"Student Loan, Home Equity Loan, and Not Specified",1,3.0,0,2.0,Good,506.2,31.97,18 Years and 5 Months,No,154.16,202.89,High_spent_Medium_value_payments,463.15,Good
CUS_0x2087,August,Jonathang,54,Media_Manager,65869.24,1,3,"Student Loan, Home Equity Loan, and Not Specified",1,6.0,5,2.0,Good,506.2,33.32,18 Years and 6 Months,No,154.16,333.18,High_spent_Small_value_payments,342.87,Good
CUS_0x68af,August,Karen Freifeldb,21,Lawyer,81769.35,7,4,"Mortgage Loan, Mortgage Loan, Home Equity Loan, and Personal Loan",15,14.0,2,0.0,Standard,535.75,32.73,17 Years and 2 Months,No,183.28,75.87,High_spent_Large_value_payments,680.37,Standard
CUS_0x58b5,July,Miguela,28,Mechanic,8246.71,6,7,"Home Equity Loan, Student Loan, Personal Loan, Personal Loan, Home Equity Loan, Credit-Builder Loan, and Debt Consolidation Loan",6,15.0,7,10.0,Standard,2006.97,32.51,11 Years and 9 Months,Yes,39.11,33.0,High_spent_Small_value_payments,243.61,Standard
CUS_0x58b5,August,Miguela,28,Mechanic,8246.71,6,7,"Home Equity Loan, Student Loan, Personal Loan, Personal Loan, Home Equity Loan, Credit-Builder Loan, and Debt Consolidation Loan",6,13.0,7,10.0,Standard,2006.97,30.91,11 Years and 10 Months,Yes,57.27,56.09,Low_spent_Small_value_payments,250.52,Standard
CUS_0x7fb3,August,Callusk,29,Engineer,19557.1,5,4,"Student Loan, Credit-Builder Loan, Home Equity Loan, and Home Equity Loan",14,20.0,12,7.0,Standard,2002.24,30.37,12 Years and 6 Months,Yes,53.65,10000.0,Low_spent_Small_value_payments,251.39,Poor
CUS_0x6336,July,Haynesk,40,Entrepreneur,19227.17,9,4,"Student Loan, Payday Loan, Home Equity Loan, and Personal Loan",41,15.0,15,7.0,Bad,1544.26,36.14,16 Years and 11 Months,NM,36.96,183.55,Low_spent_Small_value_payments,206.61,Poor
CUS_0x60f9,July,Patrick Temple-Wests,40,Entrepreneur,43981.4,3,5,"Not Specified, Student Loan, Payday Loan, Auto Loan, and Home Equity Loan",15,19.0,13,10.0,Standard,534.16,39.04,5 Years and 11 Months,NM,113.88,68.7,High_spent_Medium_value_payments,410.53,Poor
CUS_0x7698,August,Padraic Halpina,26,Musician,34202.45,3,4,"Debt Consolidation Loan, Payday Loan, Student Loan, and Student Loan",29,13.0,3,2.0,Standard,852.87,32.5,26 Years and 9 Months,Yes,85.28,135.45,Low_spent_Small_value_payments,332.0,Poor
CUS_0x9c3b,August,Gaffenw,24,Manager,17891.16,10,8,"Mortgage Loan, Auto Loan, Credit-Builder Loan, Personal Loan, Mortgage Loan, Home Equity Loan, Mortgage Loan, and Home Equity Loan",44,18.0,2,8.0,Bad,2200.96,33.94,8 Years and 6 Months,Yes,76.92,69.81,Low_spent_Small_value_payments,296.04,Poor
CUS_0xa47c,July,Slaterw,35,,58248.33,8,5,"Not Specified, Credit-Builder Loan, Payday Loan, Debt Consolidation Loan, and Home Equity Loan",25,22.0,18,12.0,Bad,1528.09,28.33,7 Years and 1 Months,Yes,213.88,186.48,High_spent_Small_value_payments,331.84,Poor
CUS_0x99e9,July,Gerryx,45,Doctor,22530.97,3,1,Personal Loan,7,16.0,6,4.0,Good,370.35,26.37,21 Years and 3 Months,No,11.38,62.98,High_spent_Medium_value_payments,344.1,Good
CUS_0x99e9,August,Gerryx,45,Doctor,22530.97,3,1,Personal Loan,7,16.0,8,4.0,Good,370.35,30.12,21 Years and 4 Months,No,11.38,106.13,Low_spent_Large_value_payments,320.95,Good
CUS_0x30fd,July,Chuck Mikolajczakw,44,Developer,43074.48,7,4,"Not Specified, Student Loan, Not Specified, and Mortgage Loan",15,10.0,16,4.0,Standard,2572.44,36.38,16 Years and 5 Months,NM,121.34,168.95,High_spent_Small_value_payments,301.27,Poor
CUS_0x30fd,August,Chuck Mikolajczakw,44,Developer,43074.48,7,4,"Not Specified, Student Loan, Not Specified, and Mortgage Loan",18,8.0,11,6.0,Standard,2572.44,30.83,16 Years and 6 Months,Yes,121.34,291.6,Low_spent_Small_value_payments,208.62,Poor
CUS_0x3352,July,Arginc,24,Scientist,32612.36,5,4,"Debt Consolidation Loan, Auto Loan, Not Specified, and Auto Loan",10,7.0,8,0.0,Good,809.94,38.99,32 Years and 10 Months,No,91.58,334.55,Low_spent_Small_value_payments,130.94,Good
CUS_0x3352,August,Arginc,24,Scientist,32612.36,5,4,"Debt Consolidation Loan, Auto Loan, Not Specified, and Auto Loan",9,10.0,14,0.0,Good,809.94,22.17,32 Years and 11 Months,No,91.58,83.75,High_spent_Small_value_payments,351.74,Good
CUS_0xa422,July,Lux,40,Scientist,92067.99,4,2,"Credit-Builder Loan, and Personal Loan",24,13.0,7,6.0,Standard,1398.94,32.17,26 Years and 7 Months,Yes,152.65,308.39,High_spent_Medium_value_payments,534.49,Standard
CUS_0xa422,August,Lux,40,Scientist,92067.99,4,2,"Credit-Builder Loan, and Personal Loan",24,13.0,7,6.0,Standard,1398.94,34.18,26 Years and 8 Months,Yes,152.65,613.48,Low_spent_Medium_value_payments,259.4,Standard
CUS_0x142f,July,Langey,54,Mechanic,17250.52,1,3,"Personal Loan, Payday Loan, and Mortgage Loan",10,7.0,4,1.0,Good,1308.31,37.73,30 Years and 1 Months,No,24.33,41.24,High_spent_Large_value_payments,342.69,Poor
CUS_0x7e7c,August,Lorraine Turnerk,22,Writer,63861.36,4,-100,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, and Payday Loan",13,2.0,3,1.0,Good,1071.97,37.69,22 Years and 11 Months,No,150.26,102.82,High_spent_Large_value_payments,535.7,Standard
CUS_0xc34a,July,David Millikenh,17,Developer,53646.0,7,8,"Home Equity Loan, Mortgage Loan, Payday Loan, Personal Loan, Payday Loan, Mortgage Loan, Debt Consolidation Loan, and Not Specified",60,20.0,16,9.0,Bad,4597.44,25.07,12 Years and 1 Months,Yes,308.98,196.29,High_spent_Medium_value_payments,221.48,Standard
CUS_0xbeec,August,Cremerx,28,Doctor,10436.12,7,5,"Home Equity Loan, Student Loan, Debt Consolidation Loan, Not Specified, and Personal Loan",30,9.0,8,11.0,Standard,1335.15,38.01,8 Years and 10 Months,Yes,26.23,75.08,Low_spent_Small_value_payments,254.35,Standard
CUS_0x1f00,July,Burtond,22,Developer,25428.7,5,1095,"Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, Auto Loan, Debt Consolidation Loan, and Debt Consolidation Loan",6,20.0,12,8.0,Standard,1167.79,35.48,12 Years and 8 Months,Yes,85.09,183.63,Low_spent_Large_value_payments,202.88,Standard
CUS_0xc6ba,July,Ronaldf,41,Developer,9615.48,7,6,"Home Equity Loan, Student Loan, Student Loan, Personal Loan, Not Specified, and Not Specified",11,13.0,17,12.0,Standard,2107.04,33.15,15 Years and 10 Months,NM,40.69,56.49,Low_spent_Large_value_payments,233.55,Poor
CUS_0xc2cc,July,Alwyn Scottd,46,Teacher,9400.2,7,-100,"Credit-Builder Loan, Student Loan, Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Student Loan, and Mortgage Loan",48,20.0,3,10.0,Bad,1795.69,32.61,15 Years and 7 Months,Yes,45.89,31.92,Low_spent_Small_value_payments,284.13,Poor
CUS_0xbfcb,July,Michellex,26,Developer,35023.49,3,3,"Home Equity Loan, Personal Loan, and Not Specified",22,12.0,14,6.0,Standard,305.79,23.18,31 Years and 11 Months,Yes,52.67,177.52,Low_spent_Medium_value_payments,314.98,Standard
CUS_0xbfcb,August,Michellex,26,Developer,35023.49,3,3,"Home Equity Loan, Personal Loan, and Not Specified",22,9.0,14,6.0,Standard,305.79,36.37,32 Years and 0 Months,Yes,52.67,65.1,High_spent_Large_value_payments,387.39,Standard
CUS_0xb515,July,Annag,22,Accountant,14233.31,7,9,"Debt Consolidation Loan, Student Loan, Personal Loan, Personal Loan, Payday Loan, Mortgage Loan, Mortgage Loan, Student Loan, and Personal Loan",49,18.0,8,6.0,Bad,3711.72,36.25,11 Years and 3 Months,Yes,77.31,36.39,Low_spent_Small_value_payments,280.71,Poor
CUS_0xb515,August,Annag,22,Accountant,14233.31,7,9,"Debt Consolidation Loan, Student Loan, Personal Loan, Personal Loan, Payday Loan, Mortgage Loan, Mortgage Loan, Student Loan, and Personal Loan",49,18.0,8,6.0,Bad,3711.72,37.58,11 Years and 4 Months,Yes,77.31,78.06,Low_spent_Medium_value_payments,229.04,Poor
CUS_0x1dd3,July,Gerryg,25,Manager,68484.44,5,5,"Home Equity Loan, Credit-Builder Loan, Personal Loan, Not Specified, and Home Equity Loan",17,21.0,12,8.0,Standard,105.41,38.94,12 Years and 7 Months,NM,225.54,242.21,High_spent_Small_value_payments,360.66,Standard
CUS_0x92aa,July,Nicholah,27,Entrepreneur,98703.99,2,3,"Auto Loan, Student Loan, and Debt Consolidation Loan",8,5.0,8,7.0,Good,1386.11,43.57,29 Years and 1 Months,No,142.67,284.1,Low_spent_Large_value_payments,678.27,Poor
CUS_0x92aa,August,Nicholah,27,Entrepreneur,98703.99,2,3,"Auto Loan, Student Loan, and Debt Consolidation Loan",10,3.0,8,7.0,Good,1386.11,32.6,29 Years and 2 Months,No,142.67,147.16,High_spent_Large_value_payments,785.2,Poor
CUS_0x7e8a,July,Cheungo,17,Doctor,40944.82,7,3,"Personal Loan, Student Loan, and Student Loan",17,13.0,17,7.0,Standard,948.81,38.69,25 Years and 5 Months,NM,93.98,112.83,High_spent_Medium_value_payments,401.99,Standard
CUS_0xaff6,July,Dave Clarkej,56,Mechanic,32876.7,7,1,Not Specified,11,10.0,14,3.0,Standard,807.3,30.25,17 Years and 4 Months,Yes,23.79,54.03,High_spent_Small_value_payments,436.34,Standard
CUS_0xc03a,August,Edward Krudyh,44,Manager,33401.1,1,2,"Not Specified, and Not Specified",3,9.0,11,8.0,Good,857.99,25.86,18 Years and 11 Months,No,54.21,63.37,High_spent_Medium_value_payments,402.56,Standard
